Model,Dataset,Image,clDice,SkeletonF1_r2,SkeletonMethod,PredictionSkeletonPixels,GTSkeletonPixels,PredictionPath,GTPath
DCP_1024,AFIO,IM001097,0.7763609804538881,0.6556534711024306,skimage.morphology.skeletonize,10155,13196,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\DCP_1024\test_data\AFIO\pred_masks\IM001097.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM001097.png
DCP_1024,AFIO,IM001126,0.6626385486071424,0.5538001954262176,skimage.morphology.skeletonize,10290,14128,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\DCP_1024\test_data\AFIO\pred_masks\IM001126.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM001126.png
DCP_1024,AFIO,IM001127,0.6650908489087555,0.5519912182265582,skimage.morphology.skeletonize,9049,12954,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\DCP_1024\test_data\AFIO\pred_masks\IM001127.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM001127.png
DCP_1024,AFIO,IM001154,0.729181684654465,0.6547034872830351,skimage.morphology.skeletonize,12271,16134,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\DCP_1024\test_data\AFIO\pred_masks\IM001154.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM001154.png
DCP_1024,AFIO,IM001155,0.7345010205420908,0.6727991636569913,skimage.morphology.skeletonize,11125,14989,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\DCP_1024\test_data\AFIO\pred_masks\IM001155.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM001155.png
DCP_1024,AFIO,IM001192,0.6569427195475267,0.6144079152691111,skimage.morphology.skeletonize,14772,20762,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\DCP_1024\test_data\AFIO\pred_masks\IM001192.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM001192.png
DCP_1024,AFIO,IM001193,0.6309432523283912,0.5901103096483817,skimage.morphology.skeletonize,14955,22990,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\DCP_1024\test_data\AFIO\pred_masks\IM001193.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM001193.png
DCP_1024,AFIO,IM001218,0.725762708598772,0.6694682096154911,skimage.morphology.skeletonize,14986,19593,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\DCP_1024\test_data\AFIO\pred_masks\IM001218.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM001218.png
DCP_1024,AFIO,IM001219,0.7231433266660701,0.70848055105799,skimage.morphology.skeletonize,15262,20060,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\DCP_1024\test_data\AFIO\pred_masks\IM001219.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM001219.png
DCP_1024,AFIO,IM001246,0.7159745292515921,0.6150444383389251,skimage.morphology.skeletonize,12010,14308,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\DCP_1024\test_data\AFIO\pred_masks\IM001246.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM001246.png
DCP_1024,AFIO,IM001686,0.7814317838121503,0.6532311759752728,skimage.morphology.skeletonize,10296,11704,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\DCP_1024\test_data\AFIO\pred_masks\IM001686.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM001686.png
DCP_1024,AFIO,IM001749,0.7174902680557601,0.6583895602984619,skimage.morphology.skeletonize,14232,19224,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\DCP_1024\test_data\AFIO\pred_masks\IM001749.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM001749.png
DCP_1024,AFIO,IM001750,0.6637419545576199,0.5822629005071832,skimage.morphology.skeletonize,11955,18160,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\DCP_1024\test_data\AFIO\pred_masks\IM001750.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM001750.png
DCP_1024,AFIO,IM001791,0.7440971796264015,0.6982834727665845,skimage.morphology.skeletonize,12766,16786,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\DCP_1024\test_data\AFIO\pred_masks\IM001791.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM001791.png
DCP_1024,AFIO,IM001792,0.6861617430495003,0.6344265695999024,skimage.morphology.skeletonize,12545,17614,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\DCP_1024\test_data\AFIO\pred_masks\IM001792.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM001792.png
DCP_1024,AFIO,IM001814,0.7465508719926196,0.670318040175425,skimage.morphology.skeletonize,12758,15723,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\DCP_1024\test_data\AFIO\pred_masks\IM001814.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM001814.png
DCP_1024,AFIO,IM001858,0.73337365135744,0.7254383738221389,skimage.morphology.skeletonize,13990,17848,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\DCP_1024\test_data\AFIO\pred_masks\IM001858.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM001858.png
DCP_1024,AFIO,IM001859,0.7567549772309449,0.6939647040191963,skimage.morphology.skeletonize,11180,13308,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\DCP_1024\test_data\AFIO\pred_masks\IM001859.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM001859.png
DCP_1024,AFIO,IM002094,0.6014787963454645,0.4688739909464529,skimage.morphology.skeletonize,7023,9496,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\DCP_1024\test_data\AFIO\pred_masks\IM002094.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM002094.png
DCP_1024,AFIO,IM002348,0.7396642711748617,0.6494296623483121,skimage.morphology.skeletonize,11099,13594,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\DCP_1024\test_data\AFIO\pred_masks\IM002348.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM002348.png
DCP_1024,AFIO,IM002350,0.772386467598319,0.6656179729147292,skimage.morphology.skeletonize,12047,14984,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\DCP_1024\test_data\AFIO\pred_masks\IM002350.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM002350.png
DCP_1024,AFIO,IM002421,0.7175105160715483,0.6414867512896696,skimage.morphology.skeletonize,13433,17105,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\DCP_1024\test_data\AFIO\pred_masks\IM002421.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM002421.png
DCP_1024,AFIO,IM002422,0.72534144765946,0.644491138488431,skimage.morphology.skeletonize,11637,14750,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\DCP_1024\test_data\AFIO\pred_masks\IM002422.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM002422.png
DCP_1024,AFIO,IM002471,0.7428917646327492,0.6062620430355673,skimage.morphology.skeletonize,11903,13609,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\DCP_1024\test_data\AFIO\pred_masks\IM002471.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM002471.png
DCP_1024,AFIO,IM002587,0.7540448170973508,0.6968824032784537,skimage.morphology.skeletonize,10943,14019,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\DCP_1024\test_data\AFIO\pred_masks\IM002587.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM002587.png
DCP_1024,AFIO,IM002649,0.6478744108630042,0.59416899758965,skimage.morphology.skeletonize,11502,16836,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\DCP_1024\test_data\AFIO\pred_masks\IM002649.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM002649.png
DCP_1024,AFIO,IM002742,0.5808362403679126,0.40152762311181234,skimage.morphology.skeletonize,6703,9499,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\DCP_1024\test_data\AFIO\pred_masks\IM002742.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM002742.png
DCP_1024,AFIO,IM002743,0.6037563208709947,0.5040732143373216,skimage.morphology.skeletonize,7597,11772,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\DCP_1024\test_data\AFIO\pred_masks\IM002743.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM002743.png
DCP_1024,AFIO,IM003024,0.7246529084245014,0.6347101957508858,skimage.morphology.skeletonize,10134,12669,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\DCP_1024\test_data\AFIO\pred_masks\IM003024.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM003024.png
DCP_1024,AFIO,IM003537,0.7417946634394683,0.6794676475421735,skimage.morphology.skeletonize,14807,19264,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\DCP_1024\test_data\AFIO\pred_masks\IM003537.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM003537.png
DCP_1024,AFIO,IM003630,0.706099171604921,0.6421748789568051,skimage.morphology.skeletonize,14753,18885,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\DCP_1024\test_data\AFIO\pred_masks\IM003630.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM003630.png
DCP_1024,AFIO,IM003631,0.6740624163833563,0.6367091428096114,skimage.morphology.skeletonize,13159,18318,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\DCP_1024\test_data\AFIO\pred_masks\IM003631.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM003631.png
DCP_1024,AFIO,IM003705,0.5854490939226147,0.4723548775074153,skimage.morphology.skeletonize,7525,10769,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\DCP_1024\test_data\AFIO\pred_masks\IM003705.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM003705.png
DCP_1024,AFIO,IM004162,0.6967358887762938,0.597151147572971,skimage.morphology.skeletonize,12360,16045,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\DCP_1024\test_data\AFIO\pred_masks\IM004162.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM004162.png
DCP_1024,AFIO,IM004163,0.7117420465927262,0.5607901646314587,skimage.morphology.skeletonize,11100,13904,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\DCP_1024\test_data\AFIO\pred_masks\IM004163.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM004163.png
DCP_1024,AFIO,IM004455,0.701764906110078,0.611162300991043,skimage.morphology.skeletonize,9269,12640,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\DCP_1024\test_data\AFIO\pred_masks\IM004455.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM004455.png
DCP_1024,AFIO,IM004512,0.676379833837687,0.6010256965066797,skimage.morphology.skeletonize,9255,13551,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\DCP_1024\test_data\AFIO\pred_masks\IM004512.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM004512.png
DCP_1024,AFIO,IM004513,0.731017231160103,0.659003522514403,skimage.morphology.skeletonize,9696,12601,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\DCP_1024\test_data\AFIO\pred_masks\IM004513.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM004513.png
DCP_1024,AFIO,IM004515,0.7724760218515053,0.7044637197684689,skimage.morphology.skeletonize,11971,15260,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\DCP_1024\test_data\AFIO\pred_masks\IM004515.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM004515.png
DCP_1024,AFIO,IM004516,0.7419101863241402,0.6881542589346117,skimage.morphology.skeletonize,13142,16947,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\DCP_1024\test_data\AFIO\pred_masks\IM004516.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM004516.png
DCP_1024,AFIO,IM004538,0.7079205663107019,0.6016708022867301,skimage.morphology.skeletonize,8978,11701,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\DCP_1024\test_data\AFIO\pred_masks\IM004538.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM004538.png
DCP_1024,AFIO,IM004539,0.7295536308161211,0.6190317184185186,skimage.morphology.skeletonize,8138,10547,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\DCP_1024\test_data\AFIO\pred_masks\IM004539.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM004539.png
DCP_1024,AFIO,IM004564,0.812585861745394,0.7206482947653917,skimage.morphology.skeletonize,10347,11920,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\DCP_1024\test_data\AFIO\pred_masks\IM004564.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM004564.png
DCP_1024,AFIO,IM004790,0.7241721531978756,0.4282497820860628,skimage.morphology.skeletonize,6874,8550,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\DCP_1024\test_data\AFIO\pred_masks\IM004790.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM004790.png
DCP_1024,AFIO,IM004993,0.7508189309360244,0.639948238676363,skimage.morphology.skeletonize,10813,13124,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\DCP_1024\test_data\AFIO\pred_masks\IM004993.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM004993.png
DCP_1024,AFIO,IM005024,0.7179400370833444,0.6772015919543756,skimage.morphology.skeletonize,13747,17059,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\DCP_1024\test_data\AFIO\pred_masks\IM005024.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM005024.png
DCP_1024,AFIO,IM005025,0.7492758711476666,0.6986303710156934,skimage.morphology.skeletonize,12254,14344,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\DCP_1024\test_data\AFIO\pred_masks\IM005025.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM005025.png
DCP_1024,AFIO,IM005060,0.7708821944516683,0.6707537604121575,skimage.morphology.skeletonize,14036,16350,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\DCP_1024\test_data\AFIO\pred_masks\IM005060.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM005060.png
DCP_1024,AFIO,IM005092,0.78431937141784,0.7152353620614572,skimage.morphology.skeletonize,13318,15927,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\DCP_1024\test_data\AFIO\pred_masks\IM005092.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM005092.png
DCP_1024,AFIO,IM005093,0.7489479708554545,0.6830437432116446,skimage.morphology.skeletonize,14045,16539,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\DCP_1024\test_data\AFIO\pred_masks\IM005093.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM005093.png
DCP_1024,AFIO,IM005132,0.7783342940149451,0.7252446417431209,skimage.morphology.skeletonize,13817,17384,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\DCP_1024\test_data\AFIO\pred_masks\IM005132.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM005132.png
DCP_1024,AFIO,IM005133,0.7373251679470673,0.6980094910674327,skimage.morphology.skeletonize,15360,18386,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\DCP_1024\test_data\AFIO\pred_masks\IM005133.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM005133.png
DCP_1024,AFIO,IM005190,0.6585223652411344,0.5814369419362329,skimage.morphology.skeletonize,11349,15330,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\DCP_1024\test_data\AFIO\pred_masks\IM005190.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM005190.png
DCP_1024,AFIO,IM005191,0.7443019412135546,0.6831210384677825,skimage.morphology.skeletonize,13143,16444,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\DCP_1024\test_data\AFIO\pred_masks\IM005191.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM005191.png
DCP_1024,AFIO,IM005249,0.7305238080427854,0.6211515072262848,skimage.morphology.skeletonize,11314,13214,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\DCP_1024\test_data\AFIO\pred_masks\IM005249.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM005249.png
DCP_1024,AFIO,IM005283,0.7614689279793693,0.6832293416650894,skimage.morphology.skeletonize,11526,13764,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\DCP_1024\test_data\AFIO\pred_masks\IM005283.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM005283.png
DCP_1024,AFIO,IM005320,0.6917610905402807,0.5389746667772334,skimage.morphology.skeletonize,6038,6945,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\DCP_1024\test_data\AFIO\pred_masks\IM005320.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM005320.png
DCP_1024,AFIO,IM005321,0.7755465353448016,0.6837152550240172,skimage.morphology.skeletonize,7731,8910,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\DCP_1024\test_data\AFIO\pred_masks\IM005321.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM005321.png
DCP_1024,AFIO,IM005357,0.7407887636939048,0.6119987620702726,skimage.morphology.skeletonize,8347,10605,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\DCP_1024\test_data\AFIO\pred_masks\IM005357.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM005357.png
DCP_1024,AFIO,IM005387,0.7669974639976271,0.6420238721055442,skimage.morphology.skeletonize,11753,13918,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\DCP_1024\test_data\AFIO\pred_masks\IM005387.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM005387.png
DCP_1024,AFIO,IM005456,0.7443018683098209,0.6145627023268487,skimage.morphology.skeletonize,9392,11387,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\DCP_1024\test_data\AFIO\pred_masks\IM005456.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM005456.png
DCP_1024,AFIO,IM005457,0.7595032718137411,0.6595142649248907,skimage.morphology.skeletonize,9382,11639,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\DCP_1024\test_data\AFIO\pred_masks\IM005457.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM005457.png
DCP_1024,AFIO,IM005488,0.7093852916672843,0.6716246971927717,skimage.morphology.skeletonize,15093,19672,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\DCP_1024\test_data\AFIO\pred_masks\IM005488.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM005488.png
DCP_1024,AFIO,IM005489,0.746502067614799,0.6960330591222866,skimage.morphology.skeletonize,13603,17176,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\DCP_1024\test_data\AFIO\pred_masks\IM005489.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM005489.png
DCP_1024,AFIO,IM005523,0.75494851035393,0.6846585862617581,skimage.morphology.skeletonize,12657,15197,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\DCP_1024\test_data\AFIO\pred_masks\IM005523.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM005523.png
DCP_1024,AFIO,IM005524,0.724993256907507,0.6739932958777693,skimage.morphology.skeletonize,14027,18498,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\DCP_1024\test_data\AFIO\pred_masks\IM005524.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM005524.png
DCP_1024,AFIO,IM005558,0.772227505279947,0.6924771383920841,skimage.morphology.skeletonize,13501,16168,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\DCP_1024\test_data\AFIO\pred_masks\IM005558.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM005558.png
DCP_1024,AFIO,IM005713,0.7587754178443975,0.6632617002279518,skimage.morphology.skeletonize,13627,17073,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\DCP_1024\test_data\AFIO\pred_masks\IM005713.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM005713.png
DCP_1024,AFIO,IM005806,0.7108079264659539,0.6285217094263799,skimage.morphology.skeletonize,8966,12060,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\DCP_1024\test_data\AFIO\pred_masks\IM005806.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM005806.png
DCP_1024,AFIO,IM005833,0.6933492497019693,0.6410349576343891,skimage.morphology.skeletonize,13562,17571,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\DCP_1024\test_data\AFIO\pred_masks\IM005833.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM005833.png
DCP_1024,AFIO,IM005834,0.7923918447838311,0.7408665002896739,skimage.morphology.skeletonize,15406,19034,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\DCP_1024\test_data\AFIO\pred_masks\IM005834.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM005834.png
DCP_1024,AFIO,IM006037,0.8018365603167467,0.6314226573187628,skimage.morphology.skeletonize,10149,11594,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\DCP_1024\test_data\AFIO\pred_masks\IM006037.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM006037.png
DCP_1024,AFIO,IM006105,0.726412280643351,0.6627139589106802,skimage.morphology.skeletonize,12001,15089,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\DCP_1024\test_data\AFIO\pred_masks\IM006105.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM006105.png
DCP_1024,AFIO,IM006106,0.7131577226353089,0.6592076604370838,skimage.morphology.skeletonize,12511,17172,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\DCP_1024\test_data\AFIO\pred_masks\IM006106.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM006106.png
DCP_1024,CHASEDB1,Image_01L,0.8500433504747765,0.8560827974966106,skimage.morphology.skeletonize,9372,10318,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\DCP_1024\test_data\CHASEDB1\pred_masks\Image_01L.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\CHASEDB1\masks\Image_01L.png
DCP_1024,CHASEDB1,Image_01R,0.8652697664752228,0.8538977313094086,skimage.morphology.skeletonize,9635,10635,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\DCP_1024\test_data\CHASEDB1\pred_masks\Image_01R.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\CHASEDB1\masks\Image_01R.png
DCP_1024,CHASEDB1,Image_02L,0.8204522102430211,0.8250058777048149,skimage.morphology.skeletonize,10833,12543,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\DCP_1024\test_data\CHASEDB1\pred_masks\Image_02L.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\CHASEDB1\masks\Image_02L.png
DCP_1024,CHASEDB1,Image_02R,0.8252698506752251,0.8012815722234604,skimage.morphology.skeletonize,10472,12551,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\DCP_1024\test_data\CHASEDB1\pred_masks\Image_02R.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\CHASEDB1\masks\Image_02R.png
DCP_1024,CHASEDB1,Image_03L,0.8342659262720975,0.8306401762110938,skimage.morphology.skeletonize,10910,12761,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\DCP_1024\test_data\CHASEDB1\pred_masks\Image_03L.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\CHASEDB1\masks\Image_03L.png
DCP_1024,CHASEDB1,Image_03R,0.8734332466601931,0.8582485585593075,skimage.morphology.skeletonize,10351,11173,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\DCP_1024\test_data\CHASEDB1\pred_masks\Image_03R.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\CHASEDB1\masks\Image_03R.png
