"model","dataset","image_id","f1","f2","tvs","structural_utility"
"DCP-1024","HRF","05_h","0.804468807143","0.798932897768","0.43726971603","0.77999970685"
"FR-UNet","HRF","05_h","0.739551154153","0.756729024022","0.387063158287","0.684490425136"
"FSG-Net","HRF","05_h","0.838570218569","0.8487366774","0.588112694927","0.841207563803"
"GAVE","HRF","05_h","0.833622965744","0.801512558702","0.485727046038","0.841797736202"
"SA-UNetv2","HRF","05_h","0.801544780361","0.834551673279","0.529978785962","0.811974410831"
"DCP-1024","HRF","06_dr","0.676161678035","0.658128261852","0.245188344504","0.55374256647"
"FR-UNet","HRF","06_dr","0.599740135724","0.611707597155","0.233450413964","0.476574486742"
"FSG-Net","HRF","06_dr","0.693835272792","0.714176919965","0.387011218236","0.624336258594"
"GAVE","HRF","06_dr","0.697822966713","0.672699880162","0.262141141895","0.590531346163"
"SA-UNetv2","HRF","06_dr","0.64500765198","0.701556206925","0.419608616179","0.614826544335"
"DCP-1024","HRF","06_g","0.755589805193","0.800636367286","0.422771855011","0.714743179735"
"FR-UNet","HRF","06_g","0.68882736983","0.751549230545","0.366368159204","0.624006231242"
"FSG-Net","HRF","06_g","0.759519706487","0.826807032973","0.551130063966","0.752725250519"
"GAVE","HRF","06_g","0.758691717814","0.779614091253","0.352579957356","0.718358694336"
"SA-UNetv2","HRF","06_g","0.717463353005","0.811256803974","0.547036247335","0.745598722562"
"DCP-1024","HRF","06_h","0.805245556636","0.787710386423","0.378970098671","0.77118900873"
"FR-UNet","HRF","06_h","0.726869332384","0.750571900568","0.355726839217","0.668936086277"
"FSG-Net","HRF","06_h","0.834473907824","0.849785608998","0.547851123174","0.835444593121"
"GAVE","HRF","06_h","0.846278323218","0.827905662186","0.500404882584","0.846674451583"
"SA-UNetv2","HRF","06_h","0.796493664858","0.832028737203","0.469303901868","0.801321043049"
"DCP-1024","HRF","07_dr","0.737079104355","0.789068873929","0.453630845324","0.69065918526"
"FR-UNet","HRF","07_dr","0.664233177709","0.745488292075","0.445677832734","0.599452324434"
"FSG-Net","HRF","07_dr","0.741570703834","0.828728185532","0.611735611511","0.758018795209"
"GAVE","HRF","07_dr","0.777408019461","0.824806285226","0.506941321942","0.754286016312"
"SA-UNetv2","HRF","07_dr","0.711209479923","0.802382605776","0.550753147482","0.728295973208"
"DCP-1024","HRF","07_g","0.742820030084","0.767346860855","0.353461751803","0.677514376328"
"FR-UNet","HRF","07_g","0.668126335198","0.730021382234","0.34955372901","0.596640674785"
"FSG-Net","HRF","07_g","0.749947406205","0.812201083767","0.510337350613","0.736676247846"
"GAVE","HRF","07_g","0.798554935851","0.814697201432","0.511245020423","0.762460636628"
"SA-UNetv2","HRF","07_g","0.701310388271","0.786447891514","0.473173314508","0.717768881349"
"DCP-1024","HRF","07_h","0.803896917473","0.782732811995","0.397367190591","0.778083674169"
"FR-UNet","HRF","07_h","0.727202702554","0.726006166867","0.220371902313","0.649161426627"
"FSG-Net","HRF","07_h","0.837005264583","0.839818879179","0.58590799554","0.844652079513"
"GAVE","HRF","07_h","0.808406323865","0.785707558257","0.410818976369","0.815984241899"
"SA-UNetv2","HRF","07_h","0.797594601067","0.846045961042","0.596410459303","0.823469612488"
"DCP-1024","HRF","08_dr","0.739507245412","0.770955076799","0.342626321974","0.68049116774"
"FR-UNet","HRF","08_dr","0.677918882217","0.747387615731","0.351468860165","0.615058093437"
"FSG-Net","HRF","08_dr","0.743394268964","0.812897093569","0.474529964747","0.738423441377"
"GAVE","HRF","08_dr","0.737315416462","0.798402951683","0.430464159812","0.724331601418"
"SA-UNetv2","HRF","08_dr","0.714761321087","0.79747027806","0.436398354877","0.720441002913"
"DCP-1024","HRF","08_g","0.746995855733","0.769340414655","0.42421638344","0.688439532365"
"FR-UNet","HRF","08_g","0.65762755784","0.733622779769","0.442735299804","0.595399918542"
"FSG-Net","HRF","08_g","0.74005339495","0.813783099618","0.583496251101","0.746500556799"
"GAVE","HRF","08_g","0.791188240636","0.821921170865","0.591831911831","0.777399678117"
"SA-UNetv2","HRF","08_g","0.696519388158","0.791954159474","0.552774614905","0.733298653153"
"DCP-1024","HRF","08_h","0.810635233682","0.788971325675","0.350819057146","0.763289929816"
"FR-UNet","HRF","08_h","0.740644603868","0.736945543072","0.23549456046","0.654076798072"
"FSG-Net","HRF","08_h","0.841483846416","0.833897991303","0.477210203826","0.819751776618"
"GAVE","HRF","08_h","0.82854313516","0.79649606254","0.389177191447","0.809765951329"
"SA-UNetv2","HRF","08_h","0.800928531471","0.836321481069","0.474177816681","0.7933726609"
"DCP-1024","HRF","09_dr","0.704602191618","0.723754045216","0.311144040427","0.643238216171"
"FR-UNet","HRF","09_dr","0.639902583099","0.661766520237","0.241384551085","0.550265664296"
"FSG-Net","HRF","09_dr","0.726165734261","0.751168778074","0.382537330446","0.686545848116"
"GAVE","HRF","09_dr","0.718156102408","0.720518139154","0.320680876933","0.678471764205"
"SA-UNetv2","HRF","09_dr","0.689496381672","0.748158343343","0.369276948212","0.663264334808"
"DCP-1024","HRF","09_g","0.734717953442","0.773732522368","0.433569861351","0.698971528113"
"FR-UNet","HRF","09_g","0.654744460483","0.720681192165","0.412305681341","0.601928972272"
"FSG-Net","HRF","09_g","0.741596020147","0.809535491633","0.563512441063","0.754707439471"
"GAVE","HRF","09_g","0.771814019015","0.803380015135","0.514285047383","0.757051647675"
"SA-UNetv2","HRF","09_g","0.698112968147","0.788486062789","0.52698286728","0.738402676711"
"DCP-1024","HRF","09_h","0.775870317215","0.746905051754","0.300182541235","0.728157688043"
"FR-UNet","HRF","09_h","0.692859987","0.692156056281","0.190918573571","0.603202810839"
"FSG-Net","HRF","09_h","0.799275471891","0.790540119222","0.464730425712","0.79058691755"
"GAVE","HRF","09_h","0.804756587141","0.756174776577","0.345948236521","0.778899133597"
"SA-UNetv2","HRF","09_h","0.752183043464","0.79048488116","0.387182997588","0.741960665981"
"DCP-1024","HRF","10_dr","0.739670576191","0.770413602114","0.407375504711","0.700004116882"
"FR-UNet","HRF","10_dr","0.668908679883","0.717110268995","0.352059219381","0.609462103111"
"FSG-Net","HRF","10_dr","0.75171070834","0.800797723176","0.531090174966","0.745143361738"
"GAVE","HRF","10_dr","0.757547704876","0.769238756308","0.381588156124","0.729163372228"
"SA-UNetv2","HRF","10_dr","0.711132897591","0.796863149077","0.561588156124","0.732142699155"
"DCP-1024","HRF","10_g","0.730311578531","0.757910294946","0.447346018452","0.684323131574"
"FR-UNet","HRF","10_g","0.644750727957","0.717242703745","0.454570554265","0.596170334152"
"FSG-Net","HRF","10_g","0.74025049406","0.809947887957","0.610105146907","0.755056617335"
"GAVE","HRF","10_g","0.771265106114","0.799853942481","0.548466511746","0.762372867713"
"SA-UNetv2","HRF","10_g","0.692374991285","0.784349594946","0.558981202402","0.730706469967"
"DCP-1024","HRF","10_h","0.779525160711","0.745085111432","0.228656103955","0.717996912183"
"FR-UNet","HRF","10_h","0.699940430296","0.694185311638","0.146358144306","0.608653816091"
"FSG-Net","HRF","10_h","0.803746616009","0.793366179784","0.364385045025","0.767442762085"
"GAVE","HRF","10_h","0.803102541274","0.756010030367","0.315029066454","0.77501999059"
"SA-UNetv2","HRF","10_h","0.759206410782","0.792870032749","0.354154793115","0.743389635947"
"DCP-1024","HRF","11_dr","0.758508352066","0.787498115475","0.448337070254","0.714472945045"
"FR-UNet","HRF","11_dr","0.680549152099","0.741845667517","0.400784753363","0.613928569896"
"FSG-Net","HRF","11_dr","0.770157350955","0.82324865582","0.55091554559","0.760623124603"
"GAVE","HRF","11_dr","0.783488272614","0.802351979607","0.461182735426","0.756316660211"
"SA-UNetv2","HRF","11_dr","0.721619566565","0.805822239861","0.540942638266","0.738511308484"
"DCP-1024","HRF","11_g","0.746169088864","0.761714317415","0.393731462216","0.678007245471"
"FR-UNet","HRF","11_g","0.668418801495","0.720127400159","0.375293284342","0.58854372159"
"FSG-Net","HRF","11_g","0.763166532728","0.819591674991","0.574173270176","0.753729201535"
"GAVE","HRF","11_g","0.779702171259","0.791212766584","0.467727655053","0.751375064153"
"SA-UNetv2","HRF","11_g","0.719933479068","0.792883094742","0.518925140555","0.724099027401"
"DCP-1024","HRF","11_h","0.830948511952","0.818932958546","0.453397367485","0.845788399551"
"FR-UNet","HRF","11_h","0.756282881299","0.780918904064","0.384086327523","0.738431419653"
"FSG-Net","HRF","11_h","0.84118131835","0.855231163043","0.605893513578","0.86570159569"
"GAVE","HRF","11_h","0.821853867577","0.805429791164","0.511858176212","0.853164160263"
"SA-UNetv2","HRF","11_h","0.808637006533","0.860960709565","0.570793311989","0.860344593535"
"DCP-1024","HRF","12_dr","0.712980345469","0.744118528253","0.351001540832","0.63414608087"
"FR-UNet","HRF","12_dr","0.647341630487","0.706987025747","0.354652127533","0.566547543422"
"FSG-Net","HRF","12_dr","0.722197980889","0.781350402595","0.452980917388","0.693668779124"
"GAVE","HRF","12_dr","0.750736225072","0.762831912501","0.390257200427","0.688843578827"
"SA-UNetv2","HRF","12_dr","0.683095850618","0.769387798744","0.466777290506","0.682602978769"
"DCP-1024","HRF","12_g","0.747113354295","0.76690918248","0.406185200545","0.686825155058"
"FR-UNet","HRF","12_g","0.672520775801","0.730451702912","0.390820941209","0.600287168697"
"FSG-Net","HRF","12_g","0.752860917495","0.811727147731","0.541027312045","0.745877133747"
"GAVE","HRF","12_g","0.778190856711","0.795612289062","0.465074945198","0.750534144306"
"SA-UNetv2","HRF","12_g","0.718872047654","0.789329398802","0.487884353338","0.724830620877"
"DCP-1024","HRF","12_h","0.834608300344","0.814763262481","0.503631367161","0.841184066374"
"FR-UNet","HRF","12_h","0.770365808968","0.789991365239","0.473353616645","0.740096835054"
"FSG-Net","HRF","12_h","0.8446566023","0.854295191655","0.648836981058","0.857675825356"
"GAVE","HRF","12_h","0.842364934057","0.830506694658","0.598046913338","0.859100341305"
"SA-UNetv2","HRF","12_h","0.822157855844","0.859829574749","0.599028363922","0.854925405266"
"DCP-1024","HRF","13_dr","0.740516530195","0.773619535515","0.341434312987","0.671018659099"
"FR-UNet","HRF","13_dr","0.665232741924","0.719530390681","0.294304194926","0.562230740736"
"FSG-Net","HRF","13_dr","0.747532608636","0.810308858784","0.481317508164","0.726804720622"
"GAVE","HRF","13_dr","0.772305085151","0.793360122337","0.404734991208","0.726185437289"
"SA-UNetv2","HRF","13_dr","0.706738616156","0.793636729102","0.447783220296","0.701314990335"
"DCP-1024","HRF","13_g","0.717497865289","0.743470135852","0.404483854012","0.672761709964"
"FR-UNet","HRF","13_g","0.64331253019","0.701869389622","0.388120757822","0.582500950063"
"FSG-Net","HRF","13_g","0.731759240118","0.789060806311","0.544735699431","0.733824112446"
"GAVE","HRF","13_g","0.747127577243","0.76497836382","0.468107959869","0.736541941652"
"SA-UNetv2","HRF","13_g","0.680054197752","0.768818582609","0.53548003748","0.707676898665"
"DCP-1024","HRF","13_h","0.815908122013","0.820306917288","0.561425279206","0.83375094672"
"FR-UNet","HRF","13_h","0.746344239159","0.785823975884","0.509040950186","0.71649842684"
"FSG-Net","HRF","13_h","0.823694275722","0.856226091363","0.731607870945","0.856938073874"
"GAVE","HRF","13_h","0.817530950847","0.80555221735","0.602419783726","0.841601754983"
"SA-UNetv2","HRF","13_h","0.786143862734","0.858644013503","0.710423683744","0.857671421494"
"DCP-1024","HRF","14_dr","0.723147272976","0.728860555993","0.322443340093","0.63712315906"
"FR-UNet","HRF","14_dr","0.657663208803","0.714111363115","0.36208856105","0.577978683942"
"FSG-Net","HRF","14_dr","0.720199750104","0.781854761564","0.469413678604","0.700860431405"
"GAVE","HRF","14_dr","0.751625933379","0.787878675245","0.538185545874","0.728325814385"
"SA-UNetv2","HRF","14_dr","0.689902622943","0.765885515048","0.463396697346","0.683556398435"
"DCP-1024","HRF","14_g","0.71194377437","0.7272796393","0.361951151946","0.651852642207"
"FR-UNet","HRF","14_g","0.640548719352","0.689511403218","0.347776905674","0.564838557446"
"FSG-Net","HRF","14_g","0.723911004021","0.775829017353","0.518167967127","0.713750501357"
"GAVE","HRF","14_g","0.739976002709","0.730146000583","0.374463271619","0.696637733801"
"SA-UNetv2","HRF","14_g","0.675602533502","0.762488069026","0.51862966896","0.691271901252"
"DCP-1024","HRF","14_h","0.810683319709","0.807161932392","0.523637240714","0.8294433632"
"FR-UNet","HRF","14_h","0.737975822588","0.773308459769","0.485962373372","0.724088540318"
"FSG-Net","HRF","14_h","0.815228631555","0.845649135716","0.695176073324","0.853564170986"
"GAVE","HRF","14_h","0.790194382056","0.783429220441","0.622817173179","0.837452273369"
"SA-UNetv2","HRF","14_h","0.776166354322","0.847179976777","0.692957067053","0.854270896726"
"DCP-1024","HRF","15_dr","0.729620278844","0.766470526616","0.359727847076","0.663888718622"
"FR-UNet","HRF","15_dr","0.64398322739","0.73429764094","0.397310869917","0.581269705344"
"FSG-Net","HRF","15_dr","0.712792880431","0.802738434455","0.536659646849","0.712948585624"
"GAVE","HRF","15_dr","0.756645322238","0.79769917575","0.488352502835","0.725694698081"
"SA-UNetv2","HRF","15_dr","0.680036407458","0.784907957354","0.521172849506","0.693978289091"
"DCP-1024","HRF","15_g","0.729951566485","0.759742562182","0.358819327517","0.664272761263"
"FR-UNet","HRF","15_g","0.657903904853","0.697391546759","0.24008878004","0.566704432871"
"FSG-Net","HRF","15_g","0.740926647071","0.784168611505","0.433593550691","0.699874160965"
"GAVE","HRF","15_g","0.743490810215","0.746970869638","0.317618245829","0.682058001235"
"SA-UNetv2","HRF","15_g","0.684830924415","0.772279655567","0.458237665187","0.676555248968"
"DCP-1024","HRF","15_h","0.828592154797","0.83900937889","0.662607204117","0.871595904303"
"FR-UNet","HRF","15_h","0.751493734122","0.794355159311","0.591823899371","0.762570407146"
"FSG-Net","HRF","15_h","0.818002533541","0.857581807947","0.750028587764","0.873681839283"
"GAVE","HRF","15_h","0.814173793525","0.82441349257","0.700857632933","0.866961717566"
"SA-UNetv2","HRF","15_h","0.799511084025","0.865290113758","0.748427672956","0.890284197036"
"DCP-1024","LES","111","0.781384066315","0.782351551115","0.35009349678","0.744801878562"
"FR-UNet","LES","111","0.716603807471","0.678534927105","0.172657386246","0.671493227447"
"FSG-Net","LES","111","0.75421214369","0.791392332679","0.422189902348","0.756065286261"
"GAVE","LES","111","0.77981439875","0.803122444643","0.472470392686","0.777243485618"
"SA-UNetv2","LES","111","0.75430067036","0.798356202439","0.422189902348","0.73170276871"
"DCP-1024","LES","119","0.748652381004","0.80612498447","0.612743581813","0.741203275411"
"FR-UNet","LES","119","0.705182204577","0.732279898186","0.456851221775","0.688248603738"
"FSG-Net","LES","119","0.657999386352","0.782327182315","0.696102690999","0.707901554244"
"GAVE","LES","119","0.791794644257","0.824044852218","0.580111351686","0.796137121704"
"SA-UNetv2","LES","119","0.727450062936","0.823686201704","0.714970615527","0.735992924542"
"DCP-1024","LES","12","0.854884544211","0.864346246107","0.606035777687","0.856498021511"
"FR-UNet","LES","12","0.781998626277","0.75089509247","0.3849515226","0.764972557744"
"FSG-Net","LES","12","0.848696029239","0.87773754427","0.702990577632","0.871037672631"
"GAVE","LES","12","0.838129562322","0.873930246601","0.665710774273","0.852268434072"
"SA-UNetv2","LES","12","0.842999471154","0.881519497789","0.686603850881","0.858916818257"
"DCP-1024","LES","15","0.803599592903","0.854452048293","0.508749466496","0.811654697739"
"FR-UNet","LES","15","0.783580767341","0.778011301175","0.209560392659","0.733823107308"
"FSG-Net","LES","15","0.81109464903","0.862551174725","0.599231754161","0.840659441166"
"GAVE","LES","15","0.772138366144","0.801964035594","0.48612889458","0.768966138943"
"SA-UNetv2","LES","15","0.810671026232","0.862541177304","0.629534784464","0.831314818916"
"DCP-1024","LES","224","0.847372240075","0.847609468805","0.510911424904","0.865501583925"
"FR-UNet","LES","224","0.784259097048","0.744147713136","0.323491655969","0.782110229483"
"FSG-Net","LES","224","0.845542651262","0.860819503159","0.703465982028","0.884171955559"
"GAVE","LES","224","0.802905963826","0.83502242931","0.573491655969","0.81429871391"
"SA-UNetv2","LES","224","0.855060639581","0.873253288949","0.680359435173","0.890394788974"
"DCP-1024","LES","240","0.842053669076","0.878006280264","0.609236725664","0.871210175759"
"FR-UNet","LES","240","0.810104296101","0.80415617219","0.362278761062","0.804843539825"
"FSG-Net","LES","240","0.838666983623","0.893519152315","0.755807522124","0.881867039568"
"GAVE","LES","240","0.790705330805","0.830573653705","0.628042035398","0.832260525006"
"SA-UNetv2","LES","240","0.823499564637","0.890126482856","0.811670353982","0.865634775641"
"DCP-1024","LES","275","0.838310465429","0.860575278542","0.538048151333","0.821622837473"
"FR-UNet","LES","275","0.794437019713","0.781576136083","0.333190025795","0.759299073048"
"FSG-Net","LES","275","0.800777009994","0.865427268135","0.670894239037","0.793213092788"
"GAVE","LES","275","0.833137442273","0.841762553674","0.511607910576","0.824796042224"
"SA-UNetv2","LES","275","0.829053897756","0.876098545442","0.654987102322","0.821821336706"
"DCP-1024","LES","279","0.845497926093","0.858300329204","0.646153846154","0.862365671199"
"FR-UNet","LES","279","0.789288661112","0.764857383533","0.427511312217","0.792043253455"
"FSG-Net","LES","279","0.848773645234","0.883344282285","0.752036199095","0.879491028214"
"GAVE","LES","279","0.801583526415","0.838248791728","0.704977375566","0.816875099839"
"SA-UNetv2","LES","279","0.850390601736","0.882869398126","0.74443438914","0.878104823089"
"DCP-1024","LES","304","0.80529598693","0.84258016833","0.624844720497","0.797326384008"
"FR-UNet","LES","304","0.750594443178","0.722454917108","0.298136645963","0.706132882315"
"FSG-Net","LES","304","0.803241758735","0.865403954453","0.696894409938","0.815860493909"
"GAVE","LES","304","0.725019915063","0.727062908455","0.428571428571","0.718032188221"
"SA-UNetv2","LES","304","0.776745859714","0.859046323178","0.769772256729","0.782201548373"
"DCP-1024","LES","318","0.827797435352","0.866780416464","0.642945929149","0.864387923834"
"FR-UNet","LES","318","0.789013357575","0.779820302877","0.355811062772","0.785891066204"
"FSG-Net","LES","318","0.827249456035","0.885667460528","0.774394033561","0.88647335957"
"GAVE","LES","318","0.78918320212","0.853019122561","0.643878185208","0.81858196353"
"SA-UNetv2","LES","318","0.829328578693","0.884952469916","0.758856432567","0.881975193939"
"DCP-1024","LES","33","0.846671964184","0.838169022473","0.284933645589","0.817377471627"
"FR-UNet","LES","33","0.792323288671","0.752594053877","0.139539422326","0.761527243501"
"FSG-Net","LES","33","0.847851796248","0.869980351579","0.411787665886","0.832318782623"
"GAVE","LES","33","0.813946677162","0.85056912793","0.380757220921","0.810507765134"
"SA-UNetv2","LES","33","0.853175116478","0.858276601679","0.381147540984","0.835478896413"
"DCP-1024","LES","34","0.823680642763","0.820814492034","0.253928429949","0.789787994125"
"FR-UNet","LES","34","0.741464501611","0.704648974987","0.0787006470355","0.659337367557"
"FSG-Net","LES","34","0.823876473002","0.854406415765","0.384656014789","0.817575926125"
"GAVE","LES","34","0.813926303922","0.836376407492","0.408424666579","0.795101701971"
"SA-UNetv2","LES","34","0.815941777353","0.850787196538","0.399841542321","0.812500627754"
"DCP-1024","LES","367","0.852557150604","0.860157388265","0.574652777778","0.883417459179"
"FR-UNet","LES","367","0.778290230376","0.756335627808","0.307291666667","0.794369726223"
"FSG-Net","LES","367","0.852186658509","0.890403645156","0.73755787037","0.890420952013"
"GAVE","LES","367","0.829924302369","0.87698651594","0.629050925926","0.853886789205"
"SA-UNetv2","LES","367","0.840150098767","0.886814688777","0.694733796296","0.875659820076"
"DCP-1024","LES","37","0.867242553116","0.8767636101","0.462517680339","0.872511072133"
"FR-UNet","LES","37","0.821053076443","0.800416209654","0.249504950495","0.811382487583"
"FSG-Net","LES","37","0.850737926297","0.878315874792","0.592644978784","0.878941664488"
"GAVE","LES","37","0.826076081862","0.860317957869","0.522772277228","0.840704137717"
"SA-UNetv2","LES","37","0.867643062582","0.885871181685","0.537482319661","0.874956111769"
"DCP-1024","LES","370","0.816930264322","0.870140240142","0.698716119829","0.855333181513"
"FR-UNet","LES","370","0.779964837017","0.782347888777","0.456776034237","0.797664357464"
"FSG-Net","LES","370","0.815719409758","0.876682770467","0.786019971469","0.851701502874"
"GAVE","LES","370","0.772806218272","0.843245787748","0.568045649073","0.803195989345"
"SA-UNetv2","LES","370","0.798929860279","0.87761933443","0.793723252496","0.843947845706"
"DCP-1024","LES","42","0.838634025669","0.862882790478","0.409521233433","0.852029149623"
"FR-UNet","LES","42","0.799728676731","0.780861140366","0.225858804436","0.803773636904"
"FSG-Net","LES","42","0.840022375762","0.870648761947","0.522315390857","0.877540862596"
"GAVE","LES","42","0.808938620135","0.849658715997","0.476602650798","0.848015638033"
"SA-UNetv2","LES","42","0.838754149937","0.882650176328","0.552069245334","0.872068689825"
"DCP-1024","LES","486","0.820974873067","0.875425365249","0.646901300689","0.847390440196"
"FR-UNet","LES","486","0.793113069997","0.77864323702","0.289211935731","0.79188280561"
"FSG-Net","LES","486","0.820145555635","0.874772333202","0.687069625096","0.853504863806"
"GAVE","LES","486","0.761912933829","0.771785957222","0.489671002295","0.771380303224"
"SA-UNetv2","LES","486","0.812264518644","0.878743058799","0.714613618975","0.842512684598"
"DCP-1024","LES","49","0.836055229964","0.83670873402","0.361958836054","0.810812576345"
"FR-UNet","LES","49","0.802248208039","0.767920326524","0.192689850958","0.769117327604"
"FSG-Net","LES","49","0.840875553369","0.861440521383","0.512420156139","0.845927238636"
"GAVE","LES","49","0.80707312896","0.837065342164","0.522001419446","0.812544282307"
"SA-UNetv2","LES","49","0.836076601002","0.854150421578","0.477998580554","0.833387404483"
"DCP-1024","LES","529","0.796812010861","0.847919581537","0.581743166581","0.782495064149"
"FR-UNet","LES","529","0.781399349674","0.761261873044","0.3491490459","0.745363128129"
"FSG-Net","LES","529","0.808199614631","0.853284609641","0.659102630222","0.802867703136"
"GAVE","LES","529","0.747139393424","0.747944318825","0.308406395049","0.712498643058"
"SA-UNetv2","LES","529","0.809898784445","0.856580316826","0.667354306343","0.804700746851"
"DCP-1024","LES","53","0.848834099254","0.84556781336","0.369269521411","0.84067127125"
"FR-UNet","LES","53","0.792892535718","0.758179873224","0.238287153652","0.780431210254"
"FSG-Net","LES","53","0.849306711611","0.868606585374","0.505541561713","0.858890645736"
"GAVE","LES","53","0.816573832816","0.832196424009","0.455415617128","0.823609157311"
"SA-UNetv2","LES","53","0.851545559074","0.873428047972","0.549874055416","0.869847972594"
"DCP-1024","LES","586","0.844060833916","0.870160332917","0.59595959596","0.834360266808"
"FR-UNet","LES","586","0.791208655865","0.768352135182","0.393939393939","0.782724973584"
"FSG-Net","LES","586","0.837468067286","0.89379203827","0.742003367003","0.848910350613"
"GAVE","LES","586","0.81745188055","0.872560918891","0.69212962963","0.83660878329"
"SA-UNetv2","LES","586","0.842681482302","0.896888158109","0.802188552189","0.846689723067"
"DCP-1024","LES","90","0.81110609299","0.842490360919","0.386675594242","0.840418190589"
"FR-UNet","LES","90","0.791114541525","0.787982075577","0.19718781386","0.776940681329"
"FSG-Net","LES","90","0.802261455069","0.850791411967","0.44760629394","0.846800110335"
"GAVE","LES","90","0.761559419372","0.799205830396","0.324405758286","0.778570977278"
"SA-UNetv2","LES","90","0.814470627282","0.857124589896","0.477402075661","0.853818838587"
"DCP-1024","STARE","im0001","0.795803438028","0.746592813486","0.54974916388","0.861412776739"
"FR-UNet","STARE","im0001","0.779394136711","0.77922116352","0.557692307692","0.833462757313"
"FSG-Net","STARE","im0001","0.826918651479","0.840924382039","0.785117056856","0.86807121828"
"GAVE","STARE","im0001","0.71662739987","0.788992952266","0.714882943144","0.733478775669"
"SA-UNetv2","STARE","im0001","0.817111976738","0.854450532113","0.844481605351","0.859362190204"
"DCP-1024","STARE","im0002","0.788203440014","0.744086148052","0","0.852962317329"
"FR-UNet","STARE","im0002","0.765666744365","0.760439075121","0","0.832006332041"
"FSG-Net","STARE","im0002","0.834822297309","0.835860339233","0","0.887503933859"
"GAVE","STARE","im0002","0.711473607583","0.788048128694","0","0.751009046721"
"SA-UNetv2","STARE","im0002","0.81872392182","0.842523572442","0","0.871753259181"
"DCP-1024","STARE","im0003","0.816630558135","0.794738955823","0.49619868221","0.850256865858"
"FR-UNet","STARE","im0003","0.787793516494","0.805294254839","0.502280790674","0.820299383015"
"FSG-Net","STARE","im0003","0.833068538703","0.866093035762","0.67156614293","0.862975258684"
"GAVE","STARE","im0003","0.75715905869","0.806389515879","0.595032944754","0.774034799376"
"SA-UNetv2","STARE","im0003","0.788670500386","0.855313128304","0.716168271668","0.808800673878"
"DCP-1024","STARE","im0004","0.731266563506","0.683374554545","0.467408585056","0.844560538859"
"FR-UNet","STARE","im0004","0.702912210849","0.660799226213","0.340222575517","0.810525156163"
"FSG-Net","STARE","im0004","0.754827889677","0.73600461116","0.691573926868","0.851544397001"
"GAVE","STARE","im0004","0.6712634113","0.699347902823","0.726550079491","0.745255088541"
"SA-UNetv2","STARE","im0004","0.738134571594","0.768329863177","0.715421303657","0.821396129149"
"DCP-1024","STARE","im0005","0.761585184556","0.725323624595","0.646191646192","0.855407661496"
"FR-UNet","STARE","im0005","0.734886577362","0.744285492147","0.599508599509","0.794907703278"
"FSG-Net","STARE","im0005","0.780930386011","0.757379409647","0.788697788698","0.865859189635"
"GAVE","STARE","im0005","0.716360951786","0.777453455349","0.685503685504","0.775637024753"
"SA-UNetv2","STARE","im0005","0.716492300458","0.762506192423","0.826781326781","0.766124367636"
"DCP-1024","STARE","im0044","0.793869143216","0.77991658206","0.633148054573","0.868266247667"
"FR-UNet","STARE","im0044","0.733138591366","0.752391611373","0.615462354725","0.806099325119"
"FSG-Net","STARE","im0044","0.81952476949","0.832114143055","0.66851945427","0.877631607613"
"GAVE","STARE","im0044","0.691135104179","0.693778448095","0.436078827691","0.726276213295"
"SA-UNetv2","STARE","im0044","0.767288068787","0.837001318564","0.879737241031","0.836464913291"
"DCP-1024","STARE","im0077","0.807657034719","0.813433185939","0.812987012987","0.873195226023"
"FR-UNet","STARE","im0077","0.766294177405","0.811390720978","0.763636363636","0.827798849654"
"FSG-Net","STARE","im0077","0.843116443417","0.890107458554","0.949494949495","0.882377529512"
"GAVE","STARE","im0077","0.742757548636","0.844387085719","0.815873015873","0.788486326734"
"SA-UNetv2","STARE","im0077","0.810649493442","0.868752840574","0.936507936508","0.855001812077"
"DCP-1024","STARE","im0081","0.823342323943","0.830419030606","0.785014227","0.885810010222"
"FR-UNet","STARE","im0081","0.772127900396","0.824256154659","0.758141005375","0.829292852838"
"FSG-Net","STARE","im0081","0.826036355575","0.89240275175","0.933607334809","0.866795247709"
"GAVE","STARE","im0081","0.729221797511","0.843235922457","0.920644957319","0.793785661876"
"SA-UNetv2","STARE","im0081","0.795099110769","0.871894125028","0.941827379071","0.850725812379"
"DCP-1024","STARE","im0082","0.824007192237","0.80817785994","0.69439176375","0.876870065966"
"FR-UNet","STARE","im0082","0.780133358624","0.79344916215","0.604985098889","0.838908539828"
"FSG-Net","STARE","im0082","0.850726987879","0.89614119609","0.881062042807","0.877056838405"
"GAVE","STARE","im0082","0.740470536392","0.832654274765","0.850988891899","0.802646035857"
"SA-UNetv2","STARE","im0082","0.830392975463","0.884983695403","0.884584123544","0.88206000098"
"DCP-1024","STARE","im0139","0.803690809945","0.780631878819","0","0.859469494618"
"FR-UNet","STARE","im0139","0.772601318609","0.806589522887","0","0.825462549884"
"FSG-Net","STARE","im0139","0.832527166267","0.87857175177","0","0.874823291885"
"GAVE","STARE","im0139","0.736000578787","0.824378859338","0","0.785350526066"
"SA-UNetv2","STARE","im0139","0.808752909877","0.857053443551","0","0.854701553257"
"DCP-1024","STARE","im0162","0.807031562125","0.804716755637","0","0.87662995531"
"FR-UNet","STARE","im0162","0.737655172414","0.772385904102","0","0.816582243048"
"FSG-Net","STARE","im0162","0.826442546654","0.874099137849","0","0.880830932204"
